Product code,Station number,Year,Month,Day,Maximum temperature (Degree F),Days of accumulation of maximum temperature,Quality
IDCJAC0010,66062,1910,3,27,73.13122224797812,1.0,Y
IDCJAC0010,66062,1910,3,28,85.93767080511684,1.0,Y
IDCJAC0010,66062,1910,3,29,76.59024733344887,1.0,Y
IDCJAC0010,66062,1910,3,30,69.9151871157824,1.0,Y
IDCJAC0010,66062,1910,3,31,74.73425749978527,1.0,Y
IDCJAC0010,66062,1910,4,1,69.98216551885584,1.0,Y
IDCJAC0010,66062,1910,4,2,83.95470679277052,1.0,Y
IDCJAC0010,66062,1910,4,3,72.69834368599942,1.0,Y
IDCJAC0010,66062,1910,4,4,78.46241742372311,1.0,Y
IDCJAC0010,66062,1910,4,5,73.6466342750891,1.0,Y
IDCJAC0010,66062,1910,4,6,72.92306345118743,1.0,Y
IDCJAC0010,66062,1910,4,7,66.44872909359475,1.0,Y
IDCJAC0010,66062,1910,4,8,78.99087301495284,1.0,Y
IDCJAC0010,66062,1910,4,9,82.49590626314593,1.0,Y
IDCJAC0010,66062,1910,4,10,71.42016209317424,1.0,Y
IDCJAC0010,66062,1910,4,11,68.27385442500665,1.0,Y
IDCJAC0010,66062,1910,4,12,80.01658021368914,1.0,Y
IDCJAC0010,66062,1910,4,13,67.76879325446875,1.0,Y
IDCJAC0010,66062,1910,4,14,82.0976646797413,1.0,Y
IDCJAC0010,66062,1910,4,15,71.4780243852269,1.0,Y
IDCJAC0010,66062,1910,4,16,70.48353628587687,1.0,Y
IDCJAC0010,66062,1910,4,17,77.24231210565645,1.0,Y
IDCJAC0010,66062,1910,4,18,70.80930357494282,1.0,Y
IDCJAC0010,66062,1910,4,19,72.46444459353395,1.0,Y
IDCJAC0010,66062,1910,4,20,77.76990966335504,1.0,Y
IDCJAC0010,66062,1910,4,21,63.85443831416677,1.0,Y
IDCJAC0010,66062,1910,4,22,84.21209622964162,1.0,Y
IDCJAC0010,66062,1910,4,23,76.21820066232868,1.0,Y
IDCJAC0010,66062,1910,4,24,69.53516993798236,1.0,Y
IDCJAC0010,66062,1910,4,25,70.9137731535658,1.0,Y
IDCJAC0010,66062,1910,4,26,80.95823189130401,1.0,Y
IDCJAC0010,66062,1910,4,27,79.00526467537051,1.0,Y
IDCJAC0010,66062,1910,4,28,82.93390328642606,1.0,Y
IDCJAC0010,66062,1910,4,29,72.58628577597882,1.0,Y
IDCJAC0010,66062,1910,4,30,77.48291918575401,1.0,Y
IDCJAC0010,66062,1910,5,1,78.13283955891839,1.0,Y
IDCJAC0010,66062,1910,5,2,79.47633750126118,1.0,Y
IDCJAC0010,66062,1910,5,3,81.63640561716035,1.0,Y
IDCJAC0010,66062,1910,5,4,72.41368047077826,1.0,Y
IDCJAC0010,66062,1910,5,5,75.4291486611976,1.0,Y
IDCJAC0010,66062,1910,5,6,72.94925127209927,1.0,Y
IDCJAC0010,66062,1910,5,7,75.73694063321813,1.0,Y
IDCJAC0010,66062,1910,5,8,79.49216391031487,1.0,Y
IDCJAC0010,66062,1910,5,9,67.72982249869649,1.0,Y
IDCJAC0010,66062,1910,5,10,81.54685784729642,1.0,Y
IDCJAC0010,66062,1910,5,11,70.30408937868125,1.0,Y
IDCJAC0010,66062,1910,5,12,74.46314840151385,1.0,Y
IDCJAC0010,66062,1910,5,13,82.21970962483063,1.0,Y
IDCJAC0010,66062,1910,5,14,77.64004858991703,1.0,Y
IDCJAC0010,66062,1910,5,15,77.6976497413183,1.0,Y
IDCJAC0010,66062,1910,5,16,70.09686977352445,1.0,Y
IDCJAC0010,66062,1910,5,17,70.7795703208808,1.0,Y
IDCJAC0010,66062,1910,5,18,80.7062819833446,1.0,Y
IDCJAC0010,66062,1910,5,19,73.05428227257805,1.0,Y
IDCJAC0010,66062,1910,5,20,73.52544063350075,1.0,Y
IDCJAC0010,66062,1910,5,21,80.81975625527356,1.0,Y
IDCJAC0010,66062,1910,5,22,70.75043227315237,1.0,Y
IDCJAC0010,66062,1910,5,23,77.34617566443129,1.0,Y
IDCJAC0010,66062,1910,5,24,76.21453663083845,1.0,Y
IDCJAC0010,66062,1910,5,25,75.98657137068379,1.0,Y
IDCJAC0010,66062,1910,5,26,73.40782184061248,1.0,Y
IDCJAC0010,66062,1910,5,27,73.10072409268336,1.0,Y
IDCJAC0010,66062,1910,5,28,70.60817918102568,1.0,Y
IDCJAC0010,66062,1910,5,29,78.41332513020653,1.0,Y
IDCJAC0010,66062,1910,5,30,72.65925404241632,1.0,Y
IDCJAC0010,66062,1910,5,31,80.84372310583626,1.0,Y
IDCJAC0010,66062,1910,6,1,74.87722479204673,1.0,Y
IDCJAC0010,66062,1910,6,2,70.70774755289482,1.0,Y
IDCJAC0010,66062,1910,6,3,74.8109305892579,1.0,Y
IDCJAC0010,66062,1910,6,4,73.94571400431762,1.0,Y
IDCJAC0010,66062,1910,6,5,81.04551705864026,1.0,Y
IDCJAC0010,66062,1910,6,6,74.15499905374234,1.0,Y
IDCJAC0010,66062,1910,6,7,74.61894809399837,1.0,Y
IDCJAC0010,66062,1910,6,8,83.05773352746218,1.0,Y
IDCJAC0010,66062,1910,6,9,78.54133660731675,1.0,Y
IDCJAC0010,66062,1910,6,10,84.31353008001749,1.0,Y
IDCJAC0010,66062,1910,6,11,82.29522502031952,1.0,Y
IDCJAC0010,66062,1910,6,12,71.56418705818572,1.0,Y
IDCJAC0010,66062,1910,6,13,80.94975427200053,1.0,Y
IDCJAC0010,66062,1910,6,14,83.62651646037295,1.0,Y
IDCJAC0010,66062,1910,6,15,83.6640656616171,1.0,Y
IDCJAC0010,66062,1910,6,16,80.94047991788344,1.0,Y
IDCJAC0010,66062,1910,6,17,80.83761497454587,1.0,Y
IDCJAC0010,66062,1910,6,18,74.48669478162225,1.0,Y
IDCJAC0010,66062,1910,6,19,71.81308957825213,1.0,Y
IDCJAC0010,66062,1910,6,20,74.23891340551272,1.0,Y
IDCJAC0010,66062,1910,6,21,67.67605499283619,1.0,Y
IDCJAC0010,66062,1910,6,22,82.71397657710853,1.0,Y
IDCJAC0010,66062,1910,6,23,74.58353520291143,1.0,Y
IDCJAC0010,66062,1910,6,24,82.4566536453248,1.0,Y
IDCJAC0010,66062,1910,6,25,69.842502113892,1.0,Y
IDCJAC0010,66062,1910,6,26,81.41312460501105,1.0,Y
IDCJAC0010,66062,1910,6,27,73.5255967091034,1.0,Y
IDCJAC0010,66062,1910,6,28,69.57815295845413,1.0,Y
IDCJAC0010,66062,1910,6,29,84.13559026079879,1.0,Y
IDCJAC0010,66062,1910,6,30,81.53655834670387,1.0,Y
IDCJAC0010,66062,1910,7,1,77.05896210092892,1.0,Y
IDCJAC0010,66062,1910,7,2,76.16968942567482,1.0,Y
IDCJAC0010,66062,1910,7,3,78.19755009409559,1.0,Y
IDCJAC0010,66062,1910,7,4,76.97314288958705,1.0,Y
IDCJAC0010,66062,1910,7,5,72.03862022914264,1.0,Y
IDCJAC0010,66062,1910,7,6,73.93973865107539,1.0,Y
IDCJAC0010,66062,1910,7,7,85.80358916019351,1.0,Y
IDCJAC0010,66062,1910,7,8,89.36078371314007,1.0,Y
IDCJAC0010,66062,1910,7,9,83.81334252615342,1.0,Y
IDCJAC0010,66062,1910,7,10,78.39111970081312,1.0,Y
IDCJAC0010,66062,1910,7,11,74.31125483649032,1.0,Y
IDCJAC0010,66062,1910,7,12,72.00907053051517,1.0,Y
IDCJAC0010,66062,1910,7,13,72.33858794784899,1.0,Y
IDCJAC0010,66062,1910,7,14,73.2336617065662,1.0,Y
IDCJAC0010,66062,1910,7,15,86.75582020712885,1.0,Y
IDCJAC0010,66062,1910,7,16,85.031411481913,1.0,Y
IDCJAC0010,66062,1910,7,17,79.73139194967698,1.0,Y
IDCJAC0010,66062,1910,7,18,71.19693411793587,1.0,Y
IDCJAC0010,66062,1910,7,19,80.46527963355518,1.0,Y
IDCJAC0010,66062,1910,7,20,74.80691485744697,1.0,Y
IDCJAC0010,66062,1910,7,21,65.23495280677939,1.0,Y
IDCJAC0010,66062,1910,7,22,77.43550318700629,1.0,Y
IDCJAC0010,66062,1910,7,23,71.79043479582973,1.0,Y
IDCJAC0010,66062,1910,7,24,71.95973285454981,1.0,Y
IDCJAC0010,66062,1910,7,25,74.74796003215997,1.0,Y
IDCJAC0010,66062,1910,7,26,73.50838513528794,1.0,Y
IDCJAC0010,66062,1910,7,27,75.82871590447996,1.0,Y
IDCJAC0010,66062,1910,7,28,75.58834724991398,1.0,Y
IDCJAC0010,66062,1910,7,29,66.62095453576184,1.0,Y
IDCJAC0010,66062,1910,7,30,83.60138994441417,1.0,Y
IDCJAC0010,66062,1910,7,31,71.0831163852566,1.0,Y
IDCJAC0010,66062,1910,8,1,71.23800807434763,1.0,Y
IDCJAC0010,66062,1910,8,2,74.35723374104852,1.0,Y
IDCJAC0010,66062,1910,8,3,75.45832576315352,1.0,Y
IDCJAC0010,66062,1910,8,4,83.2948990841592,1.0,Y
IDCJAC0010,66062,1910,8,5,77.3471172602745,1.0,Y
IDCJAC0010,66062,1910,8,6,78.83232742054767,1.0,Y
IDCJAC0010,66062,1910,8,7,77.37268093791641,1.0,Y
IDCJAC0010,66062,1910,8,8,77.15730791249386,1.0,Y
IDCJAC0010,66062,1910,8,9,77.54864751543505,1.0,Y
IDCJAC0010,66062,1910,8,10,66.33632928715531,1.0,Y
IDCJAC0010,66062,1910,8,11,74.75040757580236,1.0,Y
IDCJAC0010,66062,1910,8,12,81.81130555285579,1.0,Y
IDCJAC0010,66062,1910,8,13,95.71165505403343,1.0,Y
IDCJAC0010,66062,1910,8,14,69.97845533730245,1.0,Y
IDCJAC0010,66062,1910,8,15,78.11539980162176,1.0,Y
IDCJAC0010,66062,1910,8,16,73.1447671106283,1.0,Y
IDCJAC0010,66062,1910,8,17,86.23825951948425,1.0,Y
IDCJAC0010,66062,1910,8,18,69.2310861960426,1.0,Y
IDCJAC0010,66062,1910,8,19,79.1246974515794,1.0,Y
IDCJAC0010,66062,1910,8,20,68.96394450247905,1.0,Y
IDCJAC0010,66062,1910,8,21,74.40716665969583,1.0,Y
IDCJAC0010,66062,1910,8,22,75.82843334625096,1.0,Y
IDCJAC0010,66062,1910,8,23,81.34845840869804,1.0,Y
IDCJAC0010,66062,1910,8,24,70.61416586920735,1.0,Y
IDCJAC0010,66062,1910,8,25,79.31691524423692,1.0,Y
IDCJAC0010,66062,1910,8,26,76.09388861693974,1.0,Y
IDCJAC0010,66062,1910,8,27,77.3639669314299,1.0,Y
IDCJAC0010,66062,1910,8,28,80.79166357342571,1.0,Y
IDCJAC0010,66062,1910,8,29,69.58721653497356,1.0,Y
IDCJAC0010,66062,1910,8,30,80.05297486574297,1.0,Y
IDCJAC0010,66062,1910,8,31,73.15547573455288,1.0,Y
IDCJAC0010,66062,1910,9,1,81.47936727488413,1.0,Y
IDCJAC0010,66062,1910,9,2,77.6727881726894,1.0,Y
IDCJAC0010,66062,1910,9,3,74.95235809241473,1.0,Y
IDCJAC0010,66062,1910,9,4,73.0498701545459,1.0,Y
IDCJAC0010,66062,1910,9,5,80.11647497177665,1.0,Y
IDCJAC0010,66062,1910,9,6,82.30475842740464,1.0,Y
IDCJAC0010,66062,1910,9,7,73.33574229569908,1.0,Y
IDCJAC0010,66062,1910,9,8,70.33496717109301,1.0,Y
IDCJAC0010,66062,1910,9,9,79.47105521472612,1.0,Y
IDCJAC0010,66062,1910,9,10,68.7573452898315,1.0,Y
IDCJAC0010,66062,1910,9,11,69.47243781208515,1.0,Y
IDCJAC0010,66062,1910,9,12,70.6864986223605,1.0,Y
IDCJAC0010,66062,1910,9,13,73.92274758480625,1.0,Y
IDCJAC0010,66062,1910,9,14,69.31834055392278,1.0,Y
IDCJAC0010,66062,1910,9,15,66.30600045309211,1.0,Y
IDCJAC0010,66062,1910,9,16,70.32277902831439,1.0,Y
IDCJAC0010,66062,1910,9,17,79.21237223286309,1.0,Y
IDCJAC0010,66062,1910,9,18,69.64227963936617,1.0,Y
IDCJAC0010,66062,1910,9,19,74.29865161022914,1.0,Y
IDCJAC0010,66062,1910,9,20,85.73349231182782,1.0,Y
IDCJAC0010,66062,1910,9,21,75.75412934986454,1.0,Y
IDCJAC0010,66062,1910,9,22,77.71265494864797,1.0,Y
IDCJAC0010,66062,1910,9,23,71.26979990874223,1.0,Y
IDCJAC0010,66062,1910,9,24,86.81737426850071,1.0,Y
IDCJAC0010,66062,1910,9,25,73.29352755430786,1.0,Y
IDCJAC0010,66062,1910,9,26,74.85947657774241,1.0,Y
IDCJAC0010,66062,1910,9,27,82.58529338983682,1.0,Y
IDCJAC0010,66062,1910,9,28,75.09132877573191,1.0,Y
IDCJAC0010,66062,1910,9,29,76.23944391337608,1.0,Y
IDCJAC0010,66062,1910,9,30,74.59155839605435,1.0,Y
IDCJAC0010,66062,1910,10,1,74.62583810971387,1.0,Y
IDCJAC0010,66062,1910,10,2,77.85251005414045,1.0,Y
IDCJAC0010,66062,1910,10,3,78.76471594599053,1.0,Y
IDCJAC0010,66062,1910,10,4,72.78375784393717,1.0,Y
IDCJAC0010,66062,1910,10,5,72.16959771926535,1.0,Y
IDCJAC0010,66062,1910,10,6,72.95431955571219,1.0,Y
IDCJAC0010,66062,1910,10,7,68.99372992900116,1.0,Y
IDCJAC0010,66062,1910,10,8,68.04784870740352,1.0,Y
IDCJAC0010,66062,1910,10,9,77.48583573612454,1.0,Y
IDCJAC0010,66062,1910,10,10,80.69297901587557,1.0,Y
IDCJAC0010,66062,1910,10,11,80.35522646572609,1.0,Y
IDCJAC0010,66062,1910,10,12,64.09004363431671,1.0,Y
IDCJAC0010,66062,1910,10,13,74.7746745647837,1.0,Y
IDCJAC0010,66062,1910,10,14,70.4895402220372,1.0,Y
IDCJAC0010,66062,1910,10,15,76.71868718910429,1.0,Y
IDCJAC0010,66062,1910,10,16,73.91088240595309,1.0,Y
IDCJAC0010,66062,1910,10,17,78.95955953122294,1.0,Y
IDCJAC0010,66062,1910,10,18,75.9042345479933,1.0,Y
IDCJAC0010,66062,1910,10,19,66.51999052541055,1.0,Y
IDCJAC0010,66062,1910,10,20,71.1645706360023,1.0,Y
IDCJAC0010,66062,1910,10,21,76.02892557413327,1.0,Y
IDCJAC0010,66062,1910,10,22,76.45055214615543,1.0,Y
IDCJAC0010,66062,1910,10,23,68.97161596147998,1.0,Y
IDCJAC0010,66062,1910,10,24,68.31770148226938,1.0,Y
IDCJAC0010,66062,1910,10,25,76.2812266878659,1.0,Y
IDCJAC0010,66062,1910,10,26,68.98166346974736,1.0,Y
IDCJAC0010,66062,1910,10,27,67.65685286749607,1.0,Y
IDCJAC0010,66062,1910,10,28,73.7742974368433,1.0,Y
IDCJAC0010,66062,1910,10,29,73.55776954330675,1.0,Y
IDCJAC0010,66062,1910,10,30,71.6079976133035,1.0,Y
IDCJAC0010,66062,1910,10,31,72.48131521637518,1.0,Y
IDCJAC0010,66062,1910,11,1,76.06917861611197,1.0,Y
IDCJAC0010,66062,1910,11,2,72.39918548160091,1.0,Y
IDCJAC0010,66062,1910,11,3,76.3534851083242,1.0,Y
IDCJAC0010,66062,1910,11,4,74.09765731941333,1.0,Y
IDCJAC0010,66062,1910,11,5,76.83825077693328,1.0,Y
IDCJAC0010,66062,1910,11,6,80.39102782718322,1.0,Y
IDCJAC0010,66062,1910,11,7,80.19623922695298,1.0,Y
IDCJAC0010,66062,1910,11,8,82.44105235533041,1.0,Y
IDCJAC0010,66062,1910,11,9,80.1907344844858,1.0,Y
IDCJAC0010,66062,1910,11,10,77.19278765770902,1.0,Y
IDCJAC0010,66062,1910,11,11,73.83284181179928,1.0,Y
IDCJAC0010,66062,1910,11,12,74.06119538591888,1.0,Y
IDCJAC0010,66062,1910,11,13,71.61111346782096,1.0,Y
IDCJAC0010,66062,1910,11,14,76.02264645525779,1.0,Y
IDCJAC0010,66062,1910,11,15,79.48693739355967,1.0,Y
IDCJAC0010,66062,1910,11,16,72.3716619855849,1.0,Y
IDCJAC0010,66062,1910,11,17,75.81391070668113,1.0,Y
IDCJAC0010,66062,1910,11,18,72.61318885639115,1.0,Y
IDCJAC0010,66062,1910,11,19,77.04677165093807,1.0,Y
IDCJAC0010,66062,1910,11,20,73.25308308025025,1.0,Y
IDCJAC0010,66062,1910,11,21,72.30244714352973,1.0,Y
IDCJAC0010,66062,1910,11,22,72.60016652533987,1.0,Y
IDCJAC0010,66062,1910,11,23,78.51664386922783,1.0,Y
IDCJAC0010,66062,1910,11,24,75.51625297334823,1.0,Y
IDCJAC0010,66062,1910,11,25,73.85789134999982,1.0,Y
IDCJAC0010,66062,1910,11,26,77.30702251273605,1.0,Y
IDCJAC0010,66062,1910,11,27,73.92741891266175,1.0,Y
IDCJAC0010,66062,1910,11,28,81.63258946842852,1.0,Y
IDCJAC0010,66062,1910,11,29,71.13066923153372,1.0,Y
IDCJAC0010,66062,1910,11,30,75.06514243591359,1.0,Y
IDCJAC0010,66062,1910,12,1,68.976173891665,1.0,Y
IDCJAC0010,66062,1910,12,2,74.26562804054953,1.0,Y
IDCJAC0010,66062,1910,12,3,67.60182251146685,1.0,Y
IDCJAC0010,66062,1910,12,4,79.73158261279563,1.0,Y
IDCJAC0010,66062,1910,12,5,79.8325188350279,1.0,Y
IDCJAC0010,66062,1910,12,6,79.92085086862238,1.0,Y
IDCJAC0010,66062,1910,12,7,76.14436240087234,1.0,Y
IDCJAC0010,66062,1910,12,8,71.60064797644954,1.0,Y
IDCJAC0010,66062,1910,12,9,71.99829683982026,1.0,Y
IDCJAC0010,66062,1910,12,10,83.6508602761026,1.0,Y
IDCJAC0010,66062,1910,12,11,83.17838551899898,1.0,Y
IDCJAC0010,66062,1910,12,12,76.61277578475386,1.0,Y
IDCJAC0010,66062,1910,12,13,73.42182982959837,1.0,Y
IDCJAC0010,66062,1910,12,14,82.84311711349255,1.0,Y
IDCJAC0010,66062,1910,12,15,72.52748419307595,1.0,Y
IDCJAC0010,66062,1910,12,16,77.14424604047954,1.0,Y
IDCJAC0010,66062,1910,12,17,82.75978652699229,1.0,Y
IDCJAC0010,66062,1910,12,18,71.81830750167686,1.0,Y
IDCJAC0010,66062,1910,12,19,80.14611792818556,1.0,Y
IDCJAC0010,66062,1910,12,20,78.60280397921935,1.0,Y
IDCJAC0010,66062,1910,12,21,75.8024172888422,1.0,Y
IDCJAC0010,66062,1910,12,22,71.03283200433442,1.0,Y
IDCJAC0010,66062,1910,12,23,72.37780119948361,1.0,Y
IDCJAC0010,66062,1910,12,24,77.4472553642533,1.0,Y
IDCJAC0010,66062,1910,12,25,68.88331602559306,1.0,Y
IDCJAC0010,66062,1910,12,26,76.65371929509125,1.0,Y
IDCJAC0010,66062,1910,12,27,78.70525492030832,1.0,Y
IDCJAC0010,66062,1910,12,28,80.92610086404551,1.0,Y
IDCJAC0010,66062,1910,12,29,69.00821462769889,1.0,Y
IDCJAC0010,66062,1910,12,30,82.58123648580637,1.0,Y
IDCJAC0010,66062,1910,12,31,84.47681747089968,1.0,Y
IDCJAC0010,66062,1911,1,1,78.05075783856797,1.0,Y
IDCJAC0010,66062,1911,1,2,70.8097570928767,1.0,Y
IDCJAC0010,66062,1911,1,3,74.3594535581988,1.0,Y
IDCJAC0010,66062,1911,1,4,75.76201377440746,1.0,Y
IDCJAC0010,66062,1911,1,5,77.35231754365279,1.0,Y
IDCJAC0010,66062,1911,1,6,76.10990776321802,1.0,Y
IDCJAC0010,66062,1911,1,7,77.40582571447308,1.0,Y
IDCJAC0010,66062,1911,1,8,75.54626621330439,1.0,Y
IDCJAC0010,66062,1911,1,9,77.32553547256121,1.0,Y
IDCJAC0010,66062,1911,1,10,73.69738289419342,1.0,Y
IDCJAC0010,66062,1911,1,11,74.30906641508766,1.0,Y
IDCJAC0010,66062,1911,1,12,73.11987414761666,1.0,Y
IDCJAC0010,66062,1911,1,13,85.58629767252036,1.0,Y
IDCJAC0010,66062,1911,1,14,83.31950393087162,1.0,Y
IDCJAC0010,66062,1911,1,15,78.77647095006807,1.0,Y
IDCJAC0010,66062,1911,1,16,82.62654498633869,1.0,Y
IDCJAC0010,66062,1911,1,17,79.99230669488941,1.0,Y
IDCJAC0010,66062,1911,1,18,76.90635579757027,1.0,Y
IDCJAC0010,66062,1911,1,19,68.47214329490158,1.0,Y
IDCJAC0010,66062,1911,1,20,74.6891803993743,1.0,Y
IDCJAC0010,66062,1911,1,21,74.32481053990824,1.0,Y
IDCJAC0010,66062,1911,1,22,70.33462413453921,1.0,Y
IDCJAC0010,66062,1911,1,23,68.56918862696692,1.0,Y
IDCJAC0010,66062,1911,1,24,78.46359673283513,1.0,Y
IDCJAC0010,66062,1911,1,25,77.62252161185407,1.0,Y
IDCJAC0010,66062,1911,1,26,70.16301509966193,1.0,Y
IDCJAC0010,66062,1911,1,27,72.27060746781905,1.0,Y
IDCJAC0010,66062,1911,1,28,81.80611136577082,1.0,Y
IDCJAC0010,66062,1911,1,29,71.6115174324172,1.0,Y
IDCJAC0010,66062,1911,1,30,76.85399451966902,1.0,Y
IDCJAC0010,66062,1911,1,31,75.05110850216009,1.0,Y
IDCJAC0010,66062,1911,2,1,78.53181735531031,1.0,Y
IDCJAC0010,66062,1911,2,2,71.71946173671785,1.0,Y
IDCJAC0010,66062,1911,2,3,76.45041738770054,1.0,Y
IDCJAC0010,66062,1911,2,4,76.84361288672939,1.0,Y
IDCJAC0010,66062,1911,2,5,77.1509040311461,1.0,Y
IDCJAC0010,66062,1911,2,6,76.39536928981306,1.0,Y
IDCJAC0010,66062,1911,2,7,77.72304660297056,1.0,Y
IDCJAC0010,66062,1911,2,8,86.95885166025406,1.0,Y
IDCJAC0010,66062,1911,2,9,88.80648888385554,1.0,Y
IDCJAC0010,66062,1911,2,10,72.8039192960664,1.0,Y
IDCJAC0010,66062,1911,2,11,64.4087850982375,1.0,Y
IDCJAC0010,66062,1911,2,12,78.97747650360986,1.0,Y
IDCJAC0010,66062,1911,2,13,76.93126229950633,1.0,Y
IDCJAC0010,66062,1911,2,14,81.3052092959179,1.0,Y
IDCJAC0010,66062,1911,2,15,77.42442949857659,1.0,Y
IDCJAC0010,66062,1911,2,16,76.2930196976286,1.0,Y
IDCJAC0010,66062,1911,2,17,81.64453297938611,1.0,Y
IDCJAC0010,66062,1911,2,18,82.3439029420692,1.0,Y
IDCJAC0010,66062,1911,2,19,69.06719970609501,1.0,Y
IDCJAC0010,66062,1911,2,20,71.91696906430208,1.0,Y
IDCJAC0010,66062,1911,2,21,75.47203520355662,1.0,Y
IDCJAC0010,66062,1911,2,22,76.49218811962292,1.0,Y
IDCJAC0010,66062,1911,2,23,74.87008398323876,1.0,Y
IDCJAC0010,66062,1911,2,24,78.17103588930942,1.0,Y
IDCJAC0010,66062,1911,2,25,80.9805239465855,1.0,Y
IDCJAC0010,66062,1911,2,26,84.61354855360364,1.0,Y
IDCJAC0010,66062,1911,2,27,78.89456511886449,1.0,Y
IDCJAC0010,66062,1911,2,28,71.73833160773445,1.0,Y
IDCJAC0010,66062,1911,3,1,75.26311887401091,1.0,Y
IDCJAC0010,66062,1911,3,2,75.62323879370221,1.0,Y
IDCJAC0010,66062,1911,3,3,78.5732011999058,1.0,Y
IDCJAC0010,66062,1911,3,4,77.94084016716971,1.0,Y
IDCJAC0010,66062,1911,3,5,86.25198325555755,1.0,Y
IDCJAC0010,66062,1911,3,6,73.69243432372545,1.0,Y
IDCJAC0010,66062,1911,3,7,77.92375266883401,1.0,Y
IDCJAC0010,66062,1911,3,8,87.77355698872046,1.0,Y
IDCJAC0010,66062,1911,3,9,73.07396551548199,1.0,Y
IDCJAC0010,66062,1911,3,10,76.72574348085178,1.0,Y
IDCJAC0010,66062,1911,3,11,71.27559749437992,1.0,Y
IDCJAC0010,66062,1911,3,12,76.41043449813716,1.0,Y
IDCJAC0010,66062,1911,3,13,72.0989142593118,1.0,Y
IDCJAC0010,66062,1911,3,14,81.23400451745673,1.0,Y
IDCJAC0010,66062,1911,3,15,76.73659429515698,1.0,Y
IDCJAC0010,66062,1911,3,16,71.32301370008854,1.0,Y
IDCJAC0010,66062,1911,3,17,80.20283848895836,1.0,Y
IDCJAC0010,66062,1911,3,18,76.89833019435794,1.0,Y
IDCJAC0010,66062,1911,3,19,80.76409388611728,1.0,Y
IDCJAC0010,66062,1911,3,20,70.26168686026125,1.0,Y
IDCJAC0010,66062,1911,3,21,77.84412206124331,1.0,Y
IDCJAC0010,66062,1911,3,22,79.86670847322354,1.0,Y
IDCJAC0010,66062,1911,3,23,73.88311254882132,1.0,Y
IDCJAC0010,66062,1911,3,24,69.70498636515924,1.0,Y
IDCJAC0010,66062,1911,3,25,75.79196252314803,1.0,Y
IDCJAC0010,66062,1911,3,26,82.14057646890464,1.0,Y
IDCJAC0010,66062,1911,3,27,81.62965165317028,1.0,Y
IDCJAC0010,66062,1911,3,28,73.85785782622212,1.0,Y
IDCJAC0010,66062,1911,3,29,69.58457281811779,1.0,Y
IDCJAC0010,66062,1911,3,30,73.84410139825214,1.0,Y
IDCJAC0010,66062,1911,3,31,73.65761174634044,1.0,Y
IDCJAC0010,66062,1911,4,1,78.23223391652388,1.0,Y
IDCJAC0010,66062,1911,4,2,75.47499248547939,1.0,Y
IDCJAC0010,66062,1911,4,3,72.2336789413143,1.0,Y
IDCJAC0010,66062,1911,4,4,81.52131533630335,1.0,Y
IDCJAC0010,66062,1911,4,5,76.70212933722416,1.0,Y
IDCJAC0010,66062,1911,4,6,78.1770782636547,1.0,Y
IDCJAC0010,66062,1911,4,7,67.37507282934367,1.0,Y
IDCJAC0010,66062,1911,4,8,63.87867564651357,1.0,Y
IDCJAC0010,66062,1911,4,9,68.81227109277796,1.0,Y
IDCJAC0010,66062,1911,4,10,73.59728287196612,1.0,Y
IDCJAC0010,66062,1911,4,11,78.88178008806905,1.0,Y
IDCJAC0010,66062,1911,4,12,64.28876564796352,1.0,Y
IDCJAC0010,66062,1911,4,13,83.96426032185994,1.0,Y
IDCJAC0010,66062,1911,4,14,76.85283013385063,1.0,Y
IDCJAC0010,66062,1911,4,15,82.80147496474954,1.0,Y
IDCJAC0010,66062,1911,4,16,71.57014958762936,1.0,Y
IDCJAC0010,66062,1911,4,17,78.51929967086245,1.0,Y
IDCJAC0010,66062,1911,4,18,76.42597964985394,1.0,Y
IDCJAC0010,66062,1911,4,19,80.08843156527277,1.0,Y
IDCJAC0010,66062,1911,4,20,74.83104316200142,1.0,Y
IDCJAC0010,66062,1911,4,21,78.36607604503794,1.0,Y
IDCJAC0010,66062,1911,4,22,81.510976593856,1.0,Y
IDCJAC0010,66062,1911,4,23,72.74411853054113,1.0,Y
IDCJAC0010,66062,1911,4,24,77.21122116244825,1.0,Y
IDCJAC0010,66062,1911,4,25,66.56068881388826,1.0,Y
IDCJAC0010,66062,1911,4,26,79.51251509531679,1.0,Y
IDCJAC0010,66062,1911,4,27,85.77331271731245,1.0,Y
IDCJAC0010,66062,1911,4,28,69.77781976125652,1.0,Y
IDCJAC0010,66062,1911,4,29,75.54309369786029,1.0,Y
IDCJAC0010,66062,1911,4,30,80.40240650457056,1.0,Y
IDCJAC0010,66062,1911,5,1,76.15708736733275,1.0,Y
IDCJAC0010,66062,1911,5,2,76.82549775746612,1.0,Y
IDCJAC0010,66062,1911,5,3,74.04500279238181,1.0,Y
IDCJAC0010,66062,1911,5,4,73.85923873456042,1.0,Y
IDCJAC0010,66062,1911,5,5,75.56652923207311,1.0,Y
IDCJAC0010,66062,1911,5,6,76.20835711069678,1.0,Y
IDCJAC0010,66062,1911,5,7,70.09279369211345,1.0,Y
IDCJAC0010,66062,1911,5,8,75.66989007026986,1.0,Y
IDCJAC0010,66062,1911,5,9,83.84266969354663,1.0,Y
IDCJAC0010,66062,1911,5,10,73.90433103205548,1.0,Y
