Product code,Station number,Year,Month,Day,Minimum temperature (Degree F),Days of accumulation of minimum temperature,Quality
IDCJAC0011,66062,1863,9,11,65.11374974373172,1.0,Y
IDCJAC0011,66062,1863,9,12,53.77248866212518,1.0,Y
IDCJAC0011,66062,1863,9,13,56.160757027088316,1.0,Y
IDCJAC0011,66062,1863,9,14,56.05470038268486,1.0,Y
IDCJAC0011,66062,1863,9,15,54.48031697183536,1.0,Y
IDCJAC0011,66062,1863,9,16,51.15793131596951,1.0,Y
IDCJAC0011,66062,1863,9,17,60.96533492517031,1.0,Y
IDCJAC0011,66062,1863,9,18,61.934436128884144,1.0,Y
IDCJAC0011,66062,1863,9,19,55.271611902536186,1.0,Y
IDCJAC0011,66062,1863,9,20,56.27419102875938,1.0,Y
IDCJAC0011,66062,1863,9,21,60.38984618714082,1.0,Y
IDCJAC0011,66062,1863,9,22,60.10404000588366,1.0,Y
IDCJAC0011,66062,1863,9,23,65.16544862422974,1.0,Y
IDCJAC0011,66062,1863,9,24,65.66853960350836,1.0,Y
IDCJAC0011,66062,1863,9,25,56.65843529943461,1.0,Y
IDCJAC0011,66062,1863,9,26,59.66175875224343,1.0,Y
IDCJAC0011,66062,1863,9,27,54.99588119504423,1.0,Y
IDCJAC0011,66062,1863,9,28,67.51120116919141,1.0,Y
IDCJAC0011,66062,1863,9,29,61.331540182477475,1.0,Y
IDCJAC0011,66062,1863,9,30,64.96882072122186,1.0,Y
IDCJAC0011,66062,1863,10,1,58.18367151637531,1.0,Y
IDCJAC0011,66062,1863,10,2,65.1037927178406,1.0,Y
IDCJAC0011,66062,1863,10,3,63.7217752098663,1.0,Y
IDCJAC0011,66062,1863,10,4,66.39451282010761,1.0,Y
IDCJAC0011,66062,1863,10,5,53.280936707957316,1.0,Y
IDCJAC0011,66062,1863,10,6,60.37399747715119,1.0,Y
IDCJAC0011,66062,1863,10,7,65.48770352212887,1.0,Y
IDCJAC0011,66062,1863,10,8,55.32165247634522,1.0,Y
IDCJAC0011,66062,1863,10,9,62.6093986082951,1.0,Y
IDCJAC0011,66062,1863,10,10,62.85666321739189,1.0,Y
IDCJAC0011,66062,1863,10,11,63.50523763395508,1.0,Y
IDCJAC0011,66062,1863,10,12,61.668688710430764,1.0,Y
IDCJAC0011,66062,1863,10,13,63.08801650362713,1.0,Y
IDCJAC0011,66062,1863,10,14,62.163735134821444,1.0,Y
IDCJAC0011,66062,1863,10,15,65.92456361835058,1.0,Y
IDCJAC0011,66062,1863,10,16,56.41150230404237,1.0,Y
IDCJAC0011,66062,1863,10,17,61.702064858881855,1.0,Y
IDCJAC0011,66062,1863,10,18,66.09396413101423,1.0,Y
IDCJAC0011,66062,1863,10,19,56.0813856892145,1.0,Y
IDCJAC0011,66062,1863,10,20,56.544445530857814,1.0,Y
IDCJAC0011,66062,1863,10,21,62.621835442199774,1.0,Y
IDCJAC0011,66062,1863,10,22,66.91046500088548,1.0,Y
IDCJAC0011,66062,1863,10,23,59.32871442496672,1.0,Y
IDCJAC0011,66062,1863,10,24,60.47767635311466,1.0,Y
IDCJAC0011,66062,1863,10,25,61.819254644232586,1.0,Y
IDCJAC0011,66062,1863,10,26,57.566135286619954,1.0,Y
IDCJAC0011,66062,1863,10,27,70.96868462190466,1.0,Y
IDCJAC0011,66062,1863,10,28,55.37685815935363,1.0,Y
IDCJAC0011,66062,1863,10,29,60.45022629702211,1.0,Y
IDCJAC0011,66062,1863,10,30,60.53058687222559,1.0,Y
IDCJAC0011,66062,1863,10,31,49.058149485325,1.0,Y
IDCJAC0011,66062,1863,11,1,55.788410207603,1.0,Y
IDCJAC0011,66062,1863,11,2,53.239065432396735,1.0,Y
IDCJAC0011,66062,1863,11,3,63.60137832252876,1.0,Y
IDCJAC0011,66062,1863,11,4,51.533988824748285,1.0,Y
IDCJAC0011,66062,1863,11,5,64.70939620788575,1.0,Y
IDCJAC0011,66062,1863,11,6,54.10115731334377,1.0,Y
IDCJAC0011,66062,1863,11,7,64.80759694093108,1.0,Y
IDCJAC0011,66062,1863,11,8,53.017722691498406,1.0,Y
IDCJAC0011,66062,1863,11,9,62.12017918981099,1.0,Y
IDCJAC0011,66062,1863,11,10,64.67569949572507,1.0,Y
IDCJAC0011,66062,1863,11,11,62.86555382672668,1.0,Y
IDCJAC0011,66062,1863,11,12,53.894406388703274,1.0,Y
IDCJAC0011,66062,1863,11,13,65.64885566983813,1.0,Y
IDCJAC0011,66062,1863,11,14,62.72893031643749,1.0,Y
IDCJAC0011,66062,1863,11,15,48.21073728258706,1.0,Y
IDCJAC0011,66062,1863,11,16,60.55346794574946,1.0,Y
IDCJAC0011,66062,1863,11,17,74.16855583075971,1.0,Y
IDCJAC0011,66062,1863,11,18,65.5824080568775,1.0,Y
IDCJAC0011,66062,1863,11,19,57.504944616272184,1.0,Y
IDCJAC0011,66062,1863,11,20,62.72016487974308,1.0,Y
IDCJAC0011,66062,1863,11,21,58.035801324792935,1.0,Y
IDCJAC0011,66062,1863,11,22,65.07286515964816,1.0,Y
IDCJAC0011,66062,1863,11,23,55.92898459094578,1.0,Y
IDCJAC0011,66062,1863,11,24,66.04286840121158,1.0,Y
IDCJAC0011,66062,1863,11,25,64.60200870216002,1.0,Y
IDCJAC0011,66062,1863,11,26,63.21309705788303,1.0,Y
IDCJAC0011,66062,1863,11,27,70.35411633850838,1.0,Y
IDCJAC0011,66062,1863,11,28,65.02922350440392,1.0,Y
IDCJAC0011,66062,1863,11,29,65.10792094281926,1.0,Y
IDCJAC0011,66062,1863,11,30,65.63200886576212,1.0,Y
IDCJAC0011,66062,1863,12,1,63.56875380483094,1.0,Y
IDCJAC0011,66062,1863,12,2,62.320981831292826,1.0,Y
IDCJAC0011,66062,1863,12,3,56.6136589438623,1.0,Y
IDCJAC0011,66062,1863,12,4,56.682329962347396,1.0,Y
IDCJAC0011,66062,1863,12,5,62.16025248401806,1.0,Y
IDCJAC0011,66062,1863,12,6,63.04601668018528,1.0,Y
IDCJAC0011,66062,1863,12,7,60.089122631025624,1.0,Y
IDCJAC0011,66062,1863,12,8,57.5921032433124,1.0,Y
IDCJAC0011,66062,1863,12,9,59.31946121724078,1.0,Y
IDCJAC0011,66062,1863,12,10,59.73582782892982,1.0,Y
IDCJAC0011,66062,1863,12,11,61.375298686744706,1.0,Y
IDCJAC0011,66062,1863,12,12,58.88924164934135,1.0,Y
IDCJAC0011,66062,1863,12,13,65.8285432130151,1.0,Y
IDCJAC0011,66062,1863,12,14,59.44652825488758,1.0,Y
IDCJAC0011,66062,1863,12,15,56.78341024291322,1.0,Y
IDCJAC0011,66062,1863,12,16,59.59601455533997,1.0,Y
IDCJAC0011,66062,1863,12,17,54.493061021510705,1.0,Y
IDCJAC0011,66062,1863,12,18,70.06661400405135,1.0,Y
IDCJAC0011,66062,1863,12,19,63.277576880717774,1.0,Y
IDCJAC0011,66062,1863,12,20,59.93687660792304,1.0,Y
IDCJAC0011,66062,1863,12,21,67.08228819600396,1.0,Y
IDCJAC0011,66062,1863,12,22,58.974775257419495,1.0,Y
IDCJAC0011,66062,1863,12,23,59.83268913317823,1.0,Y
IDCJAC0011,66062,1863,12,24,56.47924472073779,1.0,Y
IDCJAC0011,66062,1863,12,25,55.29725945619619,1.0,Y
IDCJAC0011,66062,1863,12,26,61.05412638893641,1.0,Y
IDCJAC0011,66062,1863,12,27,65.32009012642959,1.0,Y
IDCJAC0011,66062,1863,12,28,55.60866256949701,1.0,Y
IDCJAC0011,66062,1863,12,29,58.803636370117474,1.0,Y
IDCJAC0011,66062,1863,12,30,58.98219895361541,1.0,Y
IDCJAC0011,66062,1863,12,31,63.85774222648261,1.0,Y
IDCJAC0011,66062,1864,1,1,57.84282450956611,1.0,Y
IDCJAC0011,66062,1864,1,2,63.76562191730592,1.0,Y
IDCJAC0011,66062,1864,1,3,63.57709595897499,1.0,Y
IDCJAC0011,66062,1864,1,4,56.69018137399684,1.0,Y
IDCJAC0011,66062,1864,1,5,58.5348027050724,1.0,Y
IDCJAC0011,66062,1864,1,6,60.40240283141457,1.0,Y
IDCJAC0011,66062,1864,1,7,57.81500020011269,1.0,Y
IDCJAC0011,66062,1864,1,8,55.52574604801535,1.0,Y
IDCJAC0011,66062,1864,1,9,67.41205092744545,1.0,Y
IDCJAC0011,66062,1864,1,10,51.08677048493557,1.0,Y
IDCJAC0011,66062,1864,1,11,61.16405459712747,1.0,Y
IDCJAC0011,66062,1864,1,12,66.82266579659763,1.0,Y
IDCJAC0011,66062,1864,1,13,55.97147253974934,1.0,Y
IDCJAC0011,66062,1864,1,14,60.131754759318575,1.0,Y
IDCJAC0011,66062,1864,1,15,64.51392868679815,1.0,Y
IDCJAC0011,66062,1864,1,16,44.78766223181013,1.0,Y
IDCJAC0011,66062,1864,1,17,59.74804120629734,1.0,Y
IDCJAC0011,66062,1864,1,18,52.13855603657528,1.0,Y
IDCJAC0011,66062,1864,1,19,64.81670512025515,1.0,Y
IDCJAC0011,66062,1864,1,20,56.03784650156214,1.0,Y
IDCJAC0011,66062,1864,1,21,68.92225199709306,1.0,Y
IDCJAC0011,66062,1864,1,22,55.22533620519278,1.0,Y
IDCJAC0011,66062,1864,1,23,62.248253155000704,1.0,Y
IDCJAC0011,66062,1864,1,24,55.61807222756955,1.0,Y
IDCJAC0011,66062,1864,1,25,58.81351227082434,1.0,Y
IDCJAC0011,66062,1864,1,26,59.97868675717199,1.0,Y
IDCJAC0011,66062,1864,1,27,60.12898172477184,1.0,Y
IDCJAC0011,66062,1864,1,28,68.27425579656509,1.0,Y
IDCJAC0011,66062,1864,1,29,67.13669299668146,1.0,Y
IDCJAC0011,66062,1864,1,30,56.2530994468287,1.0,Y
IDCJAC0011,66062,1864,1,31,60.214246641915636,1.0,Y
IDCJAC0011,66062,1864,2,1,54.18143731916512,1.0,Y
IDCJAC0011,66062,1864,2,2,53.043298078585984,1.0,Y
IDCJAC0011,66062,1864,2,3,56.66544839540886,1.0,Y
IDCJAC0011,66062,1864,2,4,68.41665724146097,1.0,Y
IDCJAC0011,66062,1864,2,5,51.56203456790756,1.0,Y
IDCJAC0011,66062,1864,2,6,62.88152262103966,1.0,Y
IDCJAC0011,66062,1864,2,7,62.30167446202104,1.0,Y
IDCJAC0011,66062,1864,2,8,56.28394764265522,1.0,Y
IDCJAC0011,66062,1864,2,9,63.22492877422765,1.0,Y
IDCJAC0011,66062,1864,2,10,63.20214580837111,1.0,Y
IDCJAC0011,66062,1864,2,11,59.81264412503028,1.0,Y
IDCJAC0011,66062,1864,2,12,59.248050719573314,1.0,Y
IDCJAC0011,66062,1864,2,13,58.77242308875457,1.0,Y
IDCJAC0011,66062,1864,2,14,55.78035322218865,1.0,Y
IDCJAC0011,66062,1864,2,15,60.82695585647514,1.0,Y
IDCJAC0011,66062,1864,2,16,57.47443740526539,1.0,Y
IDCJAC0011,66062,1864,2,17,60.807622967395496,1.0,Y
IDCJAC0011,66062,1864,2,18,56.949709078520996,1.0,Y
IDCJAC0011,66062,1864,2,19,56.71361006911548,1.0,Y
IDCJAC0011,66062,1864,2,20,57.27630659882379,1.0,Y
IDCJAC0011,66062,1864,2,21,66.3450735343411,1.0,Y
IDCJAC0011,66062,1864,2,22,53.11305559516832,1.0,Y
IDCJAC0011,66062,1864,2,23,68.8629178796634,1.0,Y
IDCJAC0011,66062,1864,2,24,63.840407702999066,1.0,Y
IDCJAC0011,66062,1864,2,25,52.18484944060273,1.0,Y
IDCJAC0011,66062,1864,2,26,57.10851058748268,1.0,Y
IDCJAC0011,66062,1864,2,27,51.88699879902181,1.0,Y
IDCJAC0011,66062,1864,2,28,63.23427493410883,1.0,Y
IDCJAC0011,66062,1864,2,29,66.38322568258896,1.0,Y
IDCJAC0011,66062,1864,3,1,61.14596282530286,1.0,Y
IDCJAC0011,66062,1864,3,2,66.09526591097936,1.0,Y
IDCJAC0011,66062,1864,3,3,60.91836543353189,1.0,Y
IDCJAC0011,66062,1864,3,4,64.85489514528938,1.0,Y
IDCJAC0011,66062,1864,3,5,61.45988064423746,1.0,Y
IDCJAC0011,66062,1864,3,6,60.070217279055704,1.0,Y
IDCJAC0011,66062,1864,3,7,63.868324754195285,1.0,Y
IDCJAC0011,66062,1864,3,8,59.21839485387405,1.0,Y
IDCJAC0011,66062,1864,3,9,67.28470916622751,1.0,Y
IDCJAC0011,66062,1864,3,10,58.422708259374886,1.0,Y
IDCJAC0011,66062,1864,3,11,62.835806000966244,1.0,Y
IDCJAC0011,66062,1864,3,12,56.46666863102098,1.0,Y
IDCJAC0011,66062,1864,3,13,52.13400494163782,1.0,Y
IDCJAC0011,66062,1864,3,14,61.7897693022774,1.0,Y
IDCJAC0011,66062,1864,3,15,50.98007093770453,1.0,Y
IDCJAC0011,66062,1864,3,16,70.74582286885814,1.0,Y
IDCJAC0011,66062,1864,3,17,58.22918946125711,1.0,Y
IDCJAC0011,66062,1864,3,18,59.61115715621652,1.0,Y
IDCJAC0011,66062,1864,3,19,58.449828809213415,1.0,Y
IDCJAC0011,66062,1864,3,20,60.703867862136164,1.0,Y
IDCJAC0011,66062,1864,3,21,61.70092733212373,1.0,Y
IDCJAC0011,66062,1864,3,22,55.800608774086584,1.0,Y
IDCJAC0011,66062,1864,3,23,47.22943348461836,1.0,Y
IDCJAC0011,66062,1864,3,24,54.49611345199862,1.0,Y
IDCJAC0011,66062,1864,3,25,57.573749133070315,1.0,Y
IDCJAC0011,66062,1864,3,26,61.401113586289725,1.0,Y
IDCJAC0011,66062,1864,3,27,60.91778021482223,1.0,Y
IDCJAC0011,66062,1864,3,28,63.76612690218347,1.0,Y
IDCJAC0011,66062,1864,3,29,51.78539839580717,1.0,Y
IDCJAC0011,66062,1864,3,30,55.536214162981885,1.0,Y
IDCJAC0011,66062,1864,3,31,57.79522615378265,1.0,Y
IDCJAC0011,66062,1864,4,1,67.62056937821997,1.0,Y
IDCJAC0011,66062,1864,4,2,73.60256363737764,1.0,Y
IDCJAC0011,66062,1864,4,3,53.257754281656446,1.0,Y
IDCJAC0011,66062,1864,4,4,65.45811621898244,1.0,Y
IDCJAC0011,66062,1864,4,5,60.43446247707647,1.0,Y
IDCJAC0011,66062,1864,4,6,62.78091393972489,1.0,Y
IDCJAC0011,66062,1864,4,7,53.378020135900975,1.0,Y
IDCJAC0011,66062,1864,4,8,66.77526134476162,1.0,Y
IDCJAC0011,66062,1864,4,9,48.89452312061591,1.0,Y
IDCJAC0011,66062,1864,4,10,53.42649454661424,1.0,Y
IDCJAC0011,66062,1864,4,11,58.65107916607461,1.0,Y
IDCJAC0011,66062,1864,4,12,57.03380945650762,1.0,Y
IDCJAC0011,66062,1864,4,13,60.12913446066586,1.0,Y
IDCJAC0011,66062,1864,4,14,56.576483509154365,1.0,Y
IDCJAC0011,66062,1864,4,15,58.216798269902036,1.0,Y
IDCJAC0011,66062,1864,4,16,59.07798601680957,1.0,Y
IDCJAC0011,66062,1864,4,17,58.88328869936198,1.0,Y
IDCJAC0011,66062,1864,4,18,60.74291172416772,1.0,Y
IDCJAC0011,66062,1864,4,19,64.48042081567094,1.0,Y
IDCJAC0011,66062,1864,4,20,56.232143558465594,1.0,Y
IDCJAC0011,66062,1864,4,21,66.73847822500674,1.0,Y
IDCJAC0011,66062,1864,4,22,60.24589431710059,1.0,Y
IDCJAC0011,66062,1864,4,23,66.30521232133559,1.0,Y
IDCJAC0011,66062,1864,4,24,58.28746100196456,1.0,Y
IDCJAC0011,66062,1864,4,25,55.668804223332565,1.0,Y
IDCJAC0011,66062,1864,4,26,60.40115518261629,1.0,Y
IDCJAC0011,66062,1864,4,27,72.81950984551665,1.0,Y
IDCJAC0011,66062,1864,4,28,53.17420317655437,1.0,Y
IDCJAC0011,66062,1864,4,29,63.386622314278,1.0,Y
IDCJAC0011,66062,1864,4,30,60.88726541872649,1.0,Y
IDCJAC0011,66062,1864,5,1,62.020014209028524,1.0,Y
IDCJAC0011,66062,1864,5,2,53.97122549178546,1.0,Y
IDCJAC0011,66062,1864,5,3,62.28566998189576,1.0,Y
IDCJAC0011,66062,1864,5,4,61.477196387809094,1.0,Y
IDCJAC0011,66062,1864,5,5,52.58219122482019,1.0,Y
IDCJAC0011,66062,1864,5,6,60.65623529830271,1.0,Y
IDCJAC0011,66062,1864,5,7,58.785176802561296,1.0,Y
IDCJAC0011,66062,1864,5,8,58.2307697203909,1.0,Y
IDCJAC0011,66062,1864,5,9,59.77183785233618,1.0,Y
IDCJAC0011,66062,1864,5,10,65.43836601472408,1.0,Y
IDCJAC0011,66062,1864,5,11,62.290717434124545,1.0,Y
IDCJAC0011,66062,1864,5,12,54.783030912330055,1.0,Y
IDCJAC0011,66062,1864,5,13,62.48553837248382,1.0,Y
IDCJAC0011,66062,1864,5,14,59.7784541163014,1.0,Y
IDCJAC0011,66062,1864,5,15,56.918770245566705,1.0,Y
IDCJAC0011,66062,1864,5,16,53.80155999773195,1.0,Y
IDCJAC0011,66062,1864,5,17,64.03497094458523,1.0,Y
IDCJAC0011,66062,1864,5,18,57.14754906411089,1.0,Y
IDCJAC0011,66062,1864,5,19,64.5403627040154,1.0,Y
IDCJAC0011,66062,1864,5,20,54.61734609853811,1.0,Y
IDCJAC0011,66062,1864,5,21,69.97386108062685,1.0,Y
IDCJAC0011,66062,1864,5,22,73.16864913464475,1.0,Y
IDCJAC0011,66062,1864,5,23,62.711441156489855,1.0,Y
IDCJAC0011,66062,1864,5,24,66.48214161635576,1.0,Y
IDCJAC0011,66062,1864,5,25,57.73300424247488,1.0,Y
IDCJAC0011,66062,1864,5,26,57.23851385173141,1.0,Y
IDCJAC0011,66062,1864,5,27,65.97031503949972,1.0,Y
IDCJAC0011,66062,1864,5,28,60.757014846227335,1.0,Y
IDCJAC0011,66062,1864,5,29,53.139854126833846,1.0,Y
IDCJAC0011,66062,1864,5,30,60.38643693269704,1.0,Y
IDCJAC0011,66062,1864,5,31,53.890637380294066,1.0,Y
IDCJAC0011,66062,1864,6,1,59.07421793430592,1.0,Y
IDCJAC0011,66062,1864,6,2,65.24412801375549,1.0,Y
IDCJAC0011,66062,1864,6,3,67.29707019126563,1.0,Y
IDCJAC0011,66062,1864,6,4,61.38137641160423,1.0,Y
IDCJAC0011,66062,1864,6,5,66.69016095523112,1.0,Y
IDCJAC0011,66062,1864,6,6,57.70029395478825,1.0,Y
IDCJAC0011,66062,1864,6,7,68.5034640487282,1.0,Y
IDCJAC0011,66062,1864,6,8,56.385260749735366,1.0,Y
IDCJAC0011,66062,1864,6,9,55.954003321523665,1.0,Y
IDCJAC0011,66062,1864,6,10,57.69553237710546,1.0,Y
IDCJAC0011,66062,1864,6,11,56.26278665432215,1.0,Y
IDCJAC0011,66062,1864,6,12,62.58710002598563,1.0,Y
IDCJAC0011,66062,1864,6,13,66.26129741521999,1.0,Y
IDCJAC0011,66062,1864,6,14,60.07754179026163,1.0,Y
IDCJAC0011,66062,1864,6,15,61.55649979470475,1.0,Y
IDCJAC0011,66062,1864,6,16,53.08782337971161,1.0,Y
IDCJAC0011,66062,1864,6,17,60.4813140728184,1.0,Y
IDCJAC0011,66062,1864,6,18,68.85369444299539,1.0,Y
IDCJAC0011,66062,1864,6,19,67.06346165003781,1.0,Y
IDCJAC0011,66062,1864,6,20,54.526120173607474,1.0,Y
IDCJAC0011,66062,1864,6,21,57.80927798368556,1.0,Y
IDCJAC0011,66062,1864,6,22,77.0326704221711,1.0,Y
IDCJAC0011,66062,1864,6,23,62.09050215539409,1.0,Y
IDCJAC0011,66062,1864,6,24,67.576534775091,1.0,Y
IDCJAC0011,66062,1864,6,25,67.96886846096592,1.0,Y
IDCJAC0011,66062,1864,6,26,54.42131659712795,1.0,Y
IDCJAC0011,66062,1864,6,27,63.61939310022038,1.0,Y
IDCJAC0011,66062,1864,6,28,60.936437840654534,1.0,Y
IDCJAC0011,66062,1864,6,29,68.70834331542342,1.0,Y
IDCJAC0011,66062,1864,6,30,69.81076993870076,1.0,Y
IDCJAC0011,66062,1864,7,1,55.84113702493129,1.0,Y
IDCJAC0011,66062,1864,7,2,77.20759797919523,1.0,Y
IDCJAC0011,66062,1864,7,3,60.84515425733645,1.0,Y
IDCJAC0011,66062,1864,7,4,63.16148069362136,1.0,Y
IDCJAC0011,66062,1864,7,5,46.738768168483865,1.0,Y
IDCJAC0011,66062,1864,7,6,65.04154606191594,1.0,Y
IDCJAC0011,66062,1864,7,7,49.229263938129115,1.0,Y
IDCJAC0011,66062,1864,7,8,59.280365474719595,1.0,Y
IDCJAC0011,66062,1864,7,9,57.23555947110172,1.0,Y
IDCJAC0011,66062,1864,7,10,62.33061988007722,1.0,Y
IDCJAC0011,66062,1864,7,11,60.89662973905707,1.0,Y
IDCJAC0011,66062,1864,7,12,62.93469930009918,1.0,Y
IDCJAC0011,66062,1864,7,13,66.22966248450575,1.0,Y
IDCJAC0011,66062,1864,7,14,54.98016756057289,1.0,Y
IDCJAC0011,66062,1864,7,15,58.97797078775677,1.0,Y
IDCJAC0011,66062,1864,7,16,55.77282117051727,1.0,Y
IDCJAC0011,66062,1864,7,17,55.3964639163874,1.0,Y
IDCJAC0011,66062,1864,7,18,69.66344835103736,1.0,Y
IDCJAC0011,66062,1864,7,19,53.65538456272247,1.0,Y
IDCJAC0011,66062,1864,7,20,55.88953466344059,1.0,Y
IDCJAC0011,66062,1864,7,21,70.97130772676331,1.0,Y
IDCJAC0011,66062,1864,7,22,59.36582064973937,1.0,Y
IDCJAC0011,66062,1864,7,23,59.67775766910008,1.0,Y
IDCJAC0011,66062,1864,7,24,62.00261111584223,1.0,Y
IDCJAC0011,66062,1864,7,25,53.97532348592673,1.0,Y
IDCJAC0011,66062,1864,7,26,55.3896519862822,1.0,Y
IDCJAC0011,66062,1864,7,27,56.91691082348257,1.0,Y
IDCJAC0011,66062,1864,7,28,65.2111084678685,1.0,Y
IDCJAC0011,66062,1864,7,29,63.357832808876026,1.0,Y
IDCJAC0011,66062,1864,7,30,56.84876811741599,1.0,Y
IDCJAC0011,66062,1864,7,31,59.33244944882422,1.0,Y
IDCJAC0011,66062,1864,8,1,63.897192963583606,1.0,Y
IDCJAC0011,66062,1864,8,2,48.07572258677873,1.0,Y
IDCJAC0011,66062,1864,8,3,61.5112413227391,1.0,Y
IDCJAC0011,66062,1864,8,4,63.789764092638244,1.0,Y
IDCJAC0011,66062,1864,8,5,55.40783139907337,1.0,Y
IDCJAC0011,66062,1864,8,6,63.25062818708884,1.0,Y
IDCJAC0011,66062,1864,8,7,60.07500429190518,1.0,Y
IDCJAC0011,66062,1864,8,8,69.05348598657223,1.0,Y
IDCJAC0011,66062,1864,8,9,57.38468624596484,1.0,Y
IDCJAC0011,66062,1864,8,10,62.954465817501934,1.0,Y
IDCJAC0011,66062,1864,8,11,52.65013534548743,1.0,Y
IDCJAC0011,66062,1864,8,12,60.37600005330445,1.0,Y
IDCJAC0011,66062,1864,8,13,64.07648266431542,1.0,Y
IDCJAC0011,66062,1864,8,14,57.37297666480447,1.0,Y
IDCJAC0011,66062,1864,8,15,65.59797266429558,1.0,Y
IDCJAC0011,66062,1864,8,16,64.60097364727466,1.0,Y
IDCJAC0011,66062,1864,8,17,60.71911233961123,1.0,Y
IDCJAC0011,66062,1864,8,18,58.64366676084812,1.0,Y
IDCJAC0011,66062,1864,8,19,44.58011396765205,1.0,Y
IDCJAC0011,66062,1864,8,20,56.75687942405218,1.0,Y
IDCJAC0011,66062,1864,8,21,65.50403881890328,1.0,Y
IDCJAC0011,66062,1864,8,22,58.63299665094555,1.0,Y
IDCJAC0011,66062,1864,8,23,62.25941380995384,1.0,Y
IDCJAC0011,66062,1864,8,24,57.6800116791901,1.0,Y
IDCJAC0011,66062,1864,8,25,52.86565543655149,1.0,Y
IDCJAC0011,66062,1864,8,26,63.73935876953303,1.0,Y
IDCJAC0011,66062,1864,8,27,53.85837820361491,1.0,Y
IDCJAC0011,66062,1864,8,28,58.688731355249324,1.0,Y
IDCJAC0011,66062,1864,8,29,61.82179584146589,1.0,Y
IDCJAC0011,66062,1864,8,30,56.60875702023751,1.0,Y
IDCJAC0011,66062,1864,8,31,67.85181729784654,1.0,Y
IDCJAC0011,66062,1864,9,1,69.86153734522703,1.0,Y
IDCJAC0011,66062,1864,9,2,55.952214662764916,1.0,Y
IDCJAC0011,66062,1864,9,3,56.14849536329007,1.0,Y
IDCJAC0011,66062,1864,9,4,57.80749429952416,1.0,Y
IDCJAC0011,66062,1864,9,5,65.76524176581458,1.0,Y
IDCJAC0011,66062,1864,9,6,62.42966821852763,1.0,Y
IDCJAC0011,66062,1864,9,7,63.75496100683743,1.0,Y
IDCJAC0011,66062,1864,9,8,66.57662922985938,1.0,Y
IDCJAC0011,66062,1864,9,9,55.47220367074716,1.0,Y
IDCJAC0011,66062,1864,9,10,62.51369989114944,1.0,Y
IDCJAC0011,66062,1864,9,11,60.256582001929324,1.0,Y
IDCJAC0011,66062,1864,9,12,62.150477399091834,1.0,Y
IDCJAC0011,66062,1864,9,13,65.74571632351658,1.0,Y
IDCJAC0011,66062,1864,9,14,59.24147027690312,1.0,Y
IDCJAC0011,66062,1864,9,15,56.51625916674778,1.0,Y
IDCJAC0011,66062,1864,9,16,54.74449269397718,1.0,Y
IDCJAC0011,66062,1864,9,17,68.77092413424376,1.0,Y
IDCJAC0011,66062,1864,9,18,59.78988073020298,1.0,Y
IDCJAC0011,66062,1864,9,19,53.16075203474892,1.0,Y
IDCJAC0011,66062,1864,9,20,66.91495654214822,1.0,Y
IDCJAC0011,66062,1864,9,21,51.450341379677084,1.0,Y
IDCJAC0011,66062,1864,9,22,52.250417854791145,1.0,Y
IDCJAC0011,66062,1864,9,23,58.42005416810705,1.0,Y
IDCJAC0011,66062,1864,9,24,57.26579978633931,1.0,Y
IDCJAC0011,66062,1864,9,25,61.55966223413523,1.0,Y
IDCJAC0011,66062,1864,9,26,50.36817337574514,1.0,Y
IDCJAC0011,66062,1864,9,27,61.63036763754797,1.0,Y
IDCJAC0011,66062,1864,9,28,66.39204179321668,1.0,Y
IDCJAC0011,66062,1864,9,29,55.090433212859324,1.0,Y
IDCJAC0011,66062,1864,9,30,58.108172273686996,1.0,Y
IDCJAC0011,66062,1864,10,1,55.99223814520001,1.0,Y
IDCJAC0011,66062,1864,10,2,61.60191380198174,1.0,Y
IDCJAC0011,66062,1864,10,3,54.62268052788421,1.0,Y
IDCJAC0011,66062,1864,10,4,53.99601890789384,1.0,Y
IDCJAC0011,66062,1864,10,5,59.24446878513269,1.0,Y
IDCJAC0011,66062,1864,10,6,61.685158879879104,1.0,Y
IDCJAC0011,66062,1864,10,7,60.752443071650525,1.0,Y
IDCJAC0011,66062,1864,10,8,57.80201919690899,1.0,Y
IDCJAC0011,66062,1864,10,9,63.34164708639303,1.0,Y
IDCJAC0011,66062,1864,10,10,61.151826102152505,1.0,Y
IDCJAC0011,66062,1864,10,11,54.154023494621164,1.0,Y
IDCJAC0011,66062,1864,10,12,46.620702073021974,1.0,Y
IDCJAC0011,66062,1864,10,13,62.60812982140101,1.0,Y
IDCJAC0011,66062,1864,10,14,58.71711860578263,1.0,Y
IDCJAC0011,66062,1864,10,15,54.45025832105864,1.0,Y
IDCJAC0011,66062,1864,10,16,68.1268146050071,1.0,Y
IDCJAC0011,66062,1864,10,17,68.07435286623661,1.0,Y
IDCJAC0011,66062,1864,10,18,66.36779893717792,1.0,Y
IDCJAC0011,66062,1864,10,19,61.13093558969981,1.0,Y
IDCJAC0011,66062,1864,10,20,44.178207848609965,1.0,Y
IDCJAC0011,66062,1864,10,21,65.87633380287699,1.0,Y
IDCJAC0011,66062,1864,10,22,55.39722996907231,1.0,Y
IDCJAC0011,66062,1864,10,23,57.20420661938672,1.0,Y
IDCJAC0011,66062,1864,10,24,64.49609610435051,1.0,Y
